UNITID,XCDACTUA,CDACTUA,XCNACTUA,CNACTUA,XCDACTGA,CDACTGA,XEFTEUG,EFTEUG,XEFTEGD,EFTEGD,XFTEUG,FTEUG,XFTEGD,FTEGD,XFTEDPP,FTEDPP,ACTTYPE
441025,R,2544,R,16240,A,,G,103,A,,G,103,A,,A,,3
441052,R,54910,R,584529,A,,G,2480,A,,G,2480,A,,A,,3
441070,R,2447,A,,A,,G,82,A,,G,82,A,,A,,2
441104,A,,A,,R,6665,A,,G,278,A,,G,278,A,,-2
441131,A,,A,,R,4921,A,,G,205,A,,G,205,A,,-2
441210,A,,R,335750,A,,G,373,A,,G,373,A,,A,,1
441229,R,137250,A,,A,,G,3050,A,,R,3066,A,,A,,2
441256,A,,R,88244,A,,G,98,A,,G,98,A,,A,,1
441371,R,778130,A,,A,,G,25938,A,,G,25938,A,,A,,2
441380,A,,R,172068,A,,G,191,A,,G,191,A,,A,,1
441414,A,,R,125057,A,,G,139,A,,G,139,A,,A,,1
441423,R,24261,A,,A,,G,809,A,,G,809,A,,A,,2
441487,R,3743,A,,A,,G,125,A,,G,125,A,,A,,2
441496,R,10452,A,,A,,G,348,A,,G,348,A,,A,,2
441502,R,4149,R,67306,A,,G,213,A,,G,213,A,,A,,3
441575,A,,R,335273,A,,G,373,A,,G,373,A,,A,,1
441593,A,,R,16116,A,,G,18,A,,G,18,A,,A,,1
441609,R,6900,A,,A,,G,230,A,,G,230,A,,A,,2
441618,A,,R,24819,A,,G,28,A,,G,28,A,,A,,1
441636,R,18115,A,,R,594,G,403,G,17,G,403,G,17,A,,2
441645,A,,R,114885,A,,G,128,A,,G,128,A,,A,,1
441663,R,13661,A,,A,,G,455,A,,G,455,A,,A,,2
441672,A,,R,34550,A,,G,38,A,,G,38,A,,A,,1
441690,R,2686,A,,R,895,G,90,G,37,G,90,G,37,A,,2
441706,R,20580,A,,A,,G,686,A,,G,686,A,,A,,2
441742,R,25690,A,,A,,G,856,A,,G,856,A,,A,,2
441760,R,92068,A,,A,,G,3069,A,,G,3069,A,,A,,2
441788,R,20904,A,,A,,G,697,A,,G,697,A,,A,,2
441830,A,,R,136063,A,,G,151,A,,G,151,A,,A,,1
441858,R,6921,R,1056,A,,G,232,A,,G,232,A,,A,,3
441876,A,,R,201165,A,,G,224,A,,G,224,A,,A,,1
441900,R,128825,A,,R,1395,G,4294,G,58,G,4294,G,58,A,,2
441937,R,137760,A,,R,7422,G,4592,G,309,G,4592,G,309,A,,2
441982,R,11902,A,,A,,G,397,A,,G,397,A,,A,,2
442064,A,,A,,R,2355,A,,G,98,A,,G,98,R,32,-2
442073,R,9692,R,270885,A,,G,624,A,,G,624,A,,A,,3
442134,R,12409,A,,A,,G,414,A,,G,414,A,,A,,2
442240,A,,R,332774,A,,G,370,A,,G,370,A,,A,,1
442295,A,,A,,A,,A,,A,,A,,A,,R,318,-2
442329,R,33544,A,,A,,G,1118,A,,G,1118,A,,A,,2
442356,R,34314,A,,R,1730,G,1144,G,72,G,1144,G,72,R,3,2
442383,R,5406,R,11633,A,,G,133,A,,G,133,A,,A,,3
442426,R,11285,A,,R,628,G,376,G,26,G,376,G,26,A,,2
442435,R,1650,A,,A,,G,55,A,,G,55,A,,A,,2
442444,R,36239,A,,A,,G,1208,A,,G,1208,A,,A,,2
442523,R,1349,A,,A,,G,45,A,,G,45,A,,A,,2
442569,R,77332,A,,R,8189,G,2578,G,341,G,2578,G,341,A,,2
442602,R,10368,A,,A,,G,346,A,,G,346,A,,A,,2
442611,R,54284,A,,A,,G,1809,A,,G,1809,A,,A,,2
442639,R,3460,A,,R,9150,G,115,G,381,G,115,G,381,A,,2
442657,R,340,R,239048,A,,G,277,A,,G,277,A,,A,,3
442781,R,18998,A,,A,,G,633,A,,G,633,A,,A,,2
442806,A,,A,,A,,A,,A,,A,,A,,R,2615,-2
442842,R,1500,A,,R,1968,G,50,G,82,G,50,G,82,R,80,2
442879,R,19,R,286552,A,,G,319,A,,R,409,A,,A,,3
442888,R,2785,A,,A,,G,93,A,,G,93,A,,A,,2
442976,A,,R,50082,A,,G,56,A,,G,56,A,,A,,1
442985,R,13560,A,,A,,G,452,A,,G,452,A,,A,,2
443021,A,,R,25040,A,,G,28,A,,G,28,A,,A,,1
443030,A,,A,,R,2800,A,,G,78,A,,G,78,A,,-2
443049,R,9103,A,,R,4232,G,202,G,118,G,202,G,118,A,,2
443058,R,1197,A,,R,2950,G,40,G,123,G,40,G,123,A,,2
443076,A,,A,,R,1817,A,,G,76,A,,G,76,A,,-2
443100,A,,R,43060,A,,G,48,A,,G,48,A,,A,,1
443137,A,,R,152331,A,,G,169,A,,G,169,A,,A,,1
443146,A,,R,39195,A,,G,44,A,,G,44,A,,A,,1
443207,A,,R,146450,A,,G,163,A,,G,163,A,,A,,1
443216,R,6739,A,,A,,G,225,A,,G,225,A,,A,,2
443225,R,2231,A,,A,,G,74,A,,G,74,A,,A,,2
443234,A,,R,148342,A,,G,165,A,,G,165,A,,A,,1
443252,R,215470,A,,A,,G,7182,A,,G,7182,A,,A,,2
443261,R,11281,R,35200,A,,G,415,A,,G,415,A,,A,,3
443289,A,,R,173893,A,,G,193,A,,G,193,A,,A,,1
443298,A,,R,29225,A,,G,32,A,,G,32,A,,A,,1
443322,A,,R,148410,A,,G,165,A,,G,165,A,,A,,1
443331,R,98917,A,,A,,G,3297,A,,G,3297,A,,A,,2
443340,R,1416,A,,R,345,G,47,G,14,G,47,G,14,A,,2
443377,R,2404,A,,A,,G,80,A,,R,71,A,,A,,2
443410,R,40589,A,,R,996,G,1353,G,42,G,1353,G,42,A,,2
443492,R,31856,A,,A,,G,1062,A,,G,1062,A,,A,,2
443562,R,12427,A,,R,3865,G,414,G,161,G,414,G,161,A,,2
443571,R,14440,A,,A,,G,481,A,,G,481,A,,A,,2
443599,R,19726,A,,R,4949,G,658,G,206,G,658,G,206,A,,2
443632,R,4088,A,,A,,G,136,A,,G,136,A,,A,,2
443641,A,,R,135131,A,,G,150,A,,G,150,A,,A,,1
443650,R,170246,R,14400,A,,G,5691,A,,G,5691,A,,A,,3
443669,R,760,R,119549,A,,G,158,A,,G,158,A,,A,,3
443696,R,2220,A,,A,,G,74,A,,G,74,A,,A,,2
443702,A,,A,,R,1071,A,,G,45,A,,G,45,A,,-2
443766,R,65948,A,,R,3893,G,1466,G,108,G,1466,G,108,A,,2
443784,R,48141,A,,R,3402,G,1070,G,95,G,1070,G,95,A,,2
443951,A,,R,71100,A,,G,79,A,,G,79,A,,A,,1
443979,A,,R,104801,A,,G,116,A,,G,116,A,,A,,1
444051,A,,R,97515,A,,G,108,A,,G,108,A,,A,,1
444088,R,16463,A,,A,,G,549,A,,G,549,A,,A,,2
444103,A,,A,,R,349,A,,G,15,A,,G,15,A,,-2
444130,R,1719,A,,R,145036,G,57,G,6043,G,57,G,6043,R,89,2
444194,R,4824,A,,A,,G,161,A,,G,161,A,,A,,2
444219,R,187607,A,,A,,G,6254,A,,G,6254,A,,A,,2
444228,A,,R,26940,A,,G,30,A,,G,30,A,,A,,1
444264,R,900,A,,A,,G,30,A,,G,30,A,,A,,2
444282,A,,R,84494,A,,G,94,A,,G,94,A,,A,,1
444291,A,,R,124115,A,,G,138,A,,G,138,A,,A,,1
444307,A,,R,67918,A,,G,75,A,,G,75,A,,A,,1
444325,Z,0,R,100607,A,,G,112,A,,G,112,A,,A,,3
444334,R,1744,A,,A,,G,58,A,,G,58,A,,A,,2
444361,R,2808,A,,A,,G,94,A,,G,94,A,,A,,2
444370,A,,R,18946,A,,G,21,A,,G,21,A,,A,,1
444398,R,1866,A,,R,36,G,62,G,2,R,77,G,2,A,,2
444404,A,,R,19424,A,,G,22,A,,G,22,A,,A,,1
444413,R,6630,A,,A,,G,221,A,,G,221,A,,A,,2
444440,A,,R,68411,A,,G,76,A,,G,76,A,,A,,1
444468,A,,R,79177,A,,G,88,A,,G,88,A,,A,,1
444486,A,,R,97774,A,,G,109,A,,G,109,A,,A,,1
444510,A,,R,128960,A,,G,143,A,,G,143,A,,A,,1
444529,A,,R,55675,A,,G,62,A,,G,62,A,,A,,1
444556,R,17258,A,,A,,G,575,A,,G,575,A,,A,,2
444565,R,16852,A,,A,,G,374,A,,G,374,A,,A,,2
444583,R,9582,A,,A,,G,319,A,,G,319,A,,A,,2
444635,A,,R,32400,A,,G,36,A,,G,36,A,,A,,1
444671,R,4266,A,,A,,G,95,A,,G,95,A,,A,,2
444699,A,,A,,R,1000,A,,G,42,A,,G,42,A,,-2
444714,R,9472,A,,A,,G,316,A,,G,316,A,,A,,2
444732,A,,R,41400,A,,G,46,A,,G,46,A,,A,,1
444778,R,570,A,,R,540,G,19,G,23,G,19,G,23,R,27,2
444787,R,210645,A,,R,651,G,7022,G,27,G,7022,G,27,A,,2
444811,R,10824,A,,A,,G,361,A,,G,361,A,,A,,2
444857,A,,R,103798,A,,G,115,A,,G,115,A,,A,,1
444866,R,10811,R,78165,A,,G,447,A,,G,447,A,,A,,3
444936,A,,R,87483,A,,G,97,A,,G,97,A,,A,,1
444945,A,,R,360404,A,,G,400,A,,G,400,A,,A,,1
444954,R,34936,A,,A,,G,1165,A,,G,1165,A,,A,,2
445027,R,446069,A,,R,62517,G,9913,G,1737,R,10631,R,2407,R,1093,2
445054,A,,A,,R,472,A,,G,13,A,,G,13,A,,-2
445133,R,8604,A,,R,1494,G,191,G,42,G,191,G,42,A,,2
445188,R,256326,A,,R,18520,G,8544,G,772,G,8544,G,772,A,,2
445203,R,6601,R,37300,A,,G,261,A,,G,261,A,,A,,3
445212,A,,R,146425,A,,G,163,A,,G,163,A,,A,,1
445230,R,31021,A,,A,,G,1034,A,,G,1034,A,,A,,2
445249,R,12230,A,,A,,G,408,A,,G,408,A,,A,,2
445267,R,57746,A,,R,5632,G,1925,G,235,G,1925,G,235,A,,2
445364,R,8764,R,596264,A,,G,955,A,,G,955,A,,A,,3
445498,A,,R,25600,A,,G,28,A,,G,28,A,,A,,1
445540,A,,R,61234,A,,G,68,A,,G,68,A,,A,,1
445647,A,,R,111887,A,,G,124,A,,G,124,A,,A,,1
445656,A,,R,143096,A,,G,159,A,,G,159,A,,A,,1
445692,R,28700,A,,A,,G,638,A,,G,638,A,,A,,2
445708,R,33239,A,,A,,G,1108,A,,G,1108,A,,A,,2
445735,R,21915,A,,R,1932,G,731,G,81,G,731,G,81,R,900,2
445744,R,21750,A,,A,,G,725,A,,G,725,A,,A,,2
445762,R,9776,A,,A,,G,326,A,,G,326,A,,A,,2
445780,A,,R,49327,A,,G,55,A,,G,55,A,,A,,1
445799,R,41981,A,,A,,G,1399,A,,G,1399,A,,A,,2
445841,A,,R,150260,A,,G,167,A,,G,167,A,,A,,1
445850,A,,R,57080,A,,G,63,A,,G,63,A,,A,,1
445869,A,,A,,R,8606,A,,G,359,A,,G,359,R,66,-2
445911,R,26234,A,,A,,G,874,A,,G,874,A,,A,,2
445948,R,78117,A,,A,,G,2604,A,,G,2604,A,,A,,2
445957,A,,R,142606,A,,G,158,A,,G,158,A,,A,,1
446002,A,,A,,R,415,A,,G,17,A,,R,13,R,18,-2
446039,A,,A,,R,696,A,,G,29,A,,G,29,A,,-2
446048,R,41088,A,,R,2832,G,1370,G,118,G,1370,G,118,A,,2
446084,R,2687,A,,A,,G,90,A,,G,90,A,,A,,2
446093,A,,R,41241,A,,G,46,A,,G,46,A,,A,,1
446109,R,11378,R,139500,A,,G,534,A,,G,534,A,,A,,3
446118,R,1628,R,579248,A,,G,698,A,,G,698,A,,A,,3
446127,R,20790,A,,A,,G,462,A,,G,462,A,,A,,2
446163,R,18772,A,,A,,G,417,A,,G,417,A,,A,,2
446206,A,,R,37530,A,,G,42,A,,G,42,A,,A,,1
446224,A,,R,3240,R,1080,G,4,G,45,G,4,G,45,A,,1
446233,R,3761,A,,R,0,G,125,G,0,G,125,G,0,A,,2
446242,R,1813,R,157470,A,,G,235,A,,G,235,A,,A,,3
446251,A,,R,54000,A,,G,60,A,,G,60,A,,A,,1
446260,A,,R,1101816,A,,G,1224,A,,G,1224,A,,A,,1
446288,A,,R,68462,A,,G,76,A,,G,76,A,,A,,1
446303,R,450,R,80500,A,,G,104,A,,G,104,A,,A,,3
446349,A,,R,15470,A,,G,17,A,,G,17,A,,A,,1
446385,R,12184,A,,R,386,G,271,G,11,G,271,G,11,A,,2
446516,A,,R,11700,A,,G,13,A,,G,13,A,,A,,1
446525,R,34636,R,380494,A,,G,1577,A,,G,1577,A,,A,,3
446552,R,67852,A,,A,,G,2262,A,,R,1503,A,,A,,2
446561,R,90990,A,,R,7776,G,3033,G,324,G,3033,G,324,A,,2
446598,R,510,A,,A,,G,17,A,,G,17,A,,A,,2
446604,R,81870,A,,A,,G,2729,A,,G,2729,A,,A,,2
446640,R,25420,A,,R,52176,G,847,G,2174,G,847,G,2174,A,,2
446774,R,54725,A,,A,,G,1824,A,,G,1824,A,,A,,2
447014,R,4801,R,40275,A,,G,205,A,,G,205,A,,A,,3
447023,A,,R,3439800,A,,G,3822,A,,G,3822,A,,A,,1
447050,R,3876,A,,R,42249,G,129,G,1760,G,129,G,1760,A,,2
447148,A,,R,267691,A,,G,297,A,,G,297,A,,A,,1
447166,A,,R,45282,A,,G,50,A,,G,50,A,,A,,1
447175,A,,R,77616,A,,G,86,A,,G,86,A,,A,,1
447263,R,44004,A,,R,1659,G,1467,G,69,R,2193,R,65,A,,2
447351,R,21084,A,,A,,G,703,A,,G,703,A,,A,,2
447421,R,6639,A,,A,,G,221,A,,G,221,A,,A,,2
447449,A,,R,52900,A,,G,59,A,,G,59,A,,A,,1
447467,A,,R,112506,A,,G,125,A,,G,125,A,,A,,1
447582,R,24338,A,,A,,G,811,A,,G,811,A,,A,,2
447591,R,24343,R,516,A,,G,812,A,,G,812,A,,A,,3
447607,R,55176,A,,A,,G,1839,A,,G,1839,A,,A,,2
447616,R,41760,A,,A,,G,1392,A,,G,1392,A,,A,,2
447689,R,294139,A,,A,,G,9805,A,,G,9805,A,,A,,2
447698,A,,A,,R,4261,A,,G,178,A,,G,178,R,3,-2
447704,A,,R,161050,A,,G,179,A,,G,179,A,,A,,1
447713,R,14315,R,5700,A,,G,484,A,,G,484,A,,A,,3
447722,R,1220,A,,A,,G,41,A,,G,41,A,,A,,2
447731,A,,R,82573,A,,G,92,A,,G,92,A,,A,,1
447759,R,7415,R,7848,A,,G,256,A,,G,256,A,,A,,3
447768,R,72834,R,589157,A,,G,3082,A,,G,3082,A,,A,,3
447777,R,28582,A,,A,,G,953,A,,G,953,A,,A,,2
447795,A,,R,53598,A,,G,60,A,,R,82,A,,A,,1
447801,A,,A,,R,2580,A,,G,108,A,,G,108,A,,-2
447810,R,1831,R,210000,A,,G,294,A,,G,294,A,,A,,3
447847,R,9570,A,,A,,G,319,A,,G,319,A,,A,,2
447865,A,,R,21164,A,,G,24,A,,G,24,A,,A,,1
447883,A,,R,466018,A,,G,518,A,,G,518,A,,A,,1
447892,A,,R,58378,A,,G,65,A,,G,65,A,,A,,1
447908,A,,R,53131,A,,G,59,A,,G,59,A,,A,,1
447917,A,,R,39600,A,,G,44,A,,G,44,A,,A,,1
447935,R,26685,A,,A,,G,593,A,,G,593,A,,A,,2
447953,R,4940,A,,R,2150,G,165,G,90,G,165,G,90,A,,2
447962,A,,R,115487,A,,G,128,A,,G,128,A,,A,,1
447980,A,,R,63868,A,,G,71,A,,G,71,A,,A,,1
447999,R,8921,A,,A,,G,297,A,,G,297,A,,A,,2
448026,A,,R,195043,A,,G,217,A,,G,217,A,,A,,1
448071,A,,R,201542,A,,G,224,A,,G,224,A,,A,,1
448123,A,,R,152928,A,,G,170,A,,G,170,A,,A,,1
448196,R,3235,R,128853,A,,G,251,A,,G,251,A,,A,,3
448220,A,,R,132174,A,,G,147,A,,G,147,A,,A,,1
448239,R,6372,A,,A,,G,212,A,,G,212,A,,A,,2
448248,R,59275,A,,A,,G,1976,A,,G,1976,A,,A,,2
448257,A,,R,83428,A,,G,93,A,,G,93,A,,A,,1
448275,A,,R,9750,A,,G,11,A,,G,11,A,,A,,1
448372,R,11069,A,,A,,G,369,A,,G,369,A,,A,,2
448424,A,,R,65000,A,,G,72,A,,G,72,A,,A,,1
448433,R,48177,A,,A,,G,1606,A,,G,1606,A,,A,,2
448594,R,76767,A,,A,,G,2559,A,,G,2559,A,,A,,2
448600,R,5229,A,,A,,G,116,A,,G,116,A,,A,,2
448646,A,,R,80423,A,,G,89,A,,G,89,A,,A,,1
448673,R,60414,A,,A,,G,1343,A,,G,1343,A,,A,,2
448691,A,,A,,R,1212,A,,G,51,A,,G,51,A,,-2
448770,A,,R,378580,A,,G,421,A,,G,421,A,,A,,1
448798,A,,R,99103,A,,G,110,A,,G,110,A,,A,,1
448859,R,3885,A,,A,,G,130,A,,R,142,A,,A,,2
448895,R,6,R,474232,A,,G,527,A,,G,527,A,,A,,3
449038,R,43718,A,,R,4199,G,972,G,117,G,972,G,117,A,,2
449074,R,15033,R,20490,A,,G,524,A,,G,524,A,,A,,3
449083,R,8808,A,,A,,G,294,A,,G,294,A,,A,,2
449092,R,10524,A,,A,,G,351,A,,G,351,A,,A,,2
449135,R,11056,A,,R,85,G,369,G,4,G,369,G,4,A,,2
449250,R,28261,R,2656,A,,G,945,A,,G,945,A,,A,,3
449311,A,,R,113945,A,,G,127,A,,G,127,A,,A,,1
449320,A,,R,796619,A,,G,885,A,,G,885,A,,A,,1
449339,R,954197,A,,R,173663,G,31807,G,7236,G,31807,G,7236,A,,2
449348,R,1131,A,,R,426,G,38,G,18,G,38,G,18,A,,2
449357,A,,R,95224,A,,G,106,A,,G,106,A,,A,,1
449384,R,16498,A,,A,,G,367,A,,G,367,A,,A,,2
449393,A,,R,63925,A,,G,71,A,,G,71,A,,A,,1
449445,A,,R,57600,A,,G,64,A,,G,64,A,,A,,1
449454,A,,R,29250,A,,G,33,A,,G,33,A,,A,,1
449463,A,,R,199785,A,,G,222,A,,G,222,A,,A,,1
449472,A,,R,89070,A,,G,99,A,,G,99,A,,A,,1
449481,A,,A,,R,2701,A,,G,113,A,,G,113,A,,-2
449490,A,,R,120000,A,,G,133,A,,G,133,A,,A,,1
449506,R,8055,A,,A,,G,269,A,,G,269,A,,A,,2
449524,R,2676,A,,A,,G,89,A,,G,89,A,,A,,2
449533,A,,R,62480,A,,G,69,A,,G,69,A,,A,,1
449603,R,427,R,80327,A,,G,103,A,,R,113,A,,A,,3
449612,R,2794,A,,A,,G,93,A,,G,93,A,,A,,2
449658,R,4339,A,,A,,G,145,A,,G,145,A,,A,,2
449676,A,,R,152046,A,,G,169,A,,G,169,A,,A,,1
449685,A,,R,106700,A,,G,119,A,,G,119,A,,A,,1
449700,A,,R,847562,A,,G,942,A,,G,942,A,,A,,1
449728,R,15750,A,,A,,G,350,A,,G,350,A,,A,,2
449764,R,4939,A,,R,220,G,165,G,9,G,165,G,9,A,,2
449773,R,5167,A,,A,,G,172,A,,G,172,A,,A,,2
449782,A,,R,28200,A,,G,31,A,,G,31,A,,A,,1
449807,A,,R,90000,A,,G,100,A,,G,100,A,,A,,1
449816,R,7499,R,80997,A,,G,340,A,,G,340,A,,A,,3
449834,R,6,A,,R,396,G,0,G,17,G,0,G,17,R,4,2
449861,R,2799,A,,A,,G,93,A,,G,93,A,,A,,2
449870,R,1261,A,,R,1491,G,42,G,62,G,42,G,62,R,7,2
449889,R,5591,A,,R,207658,G,186,G,8652,G,186,G,8652,A,,2
449898,R,19026,A,,R,18633,G,423,G,518,G,423,G,518,R,15,2
449904,A,,R,180185,A,,G,200,A,,G,200,A,,A,,1
449922,A,,A,,A,,A,,A,,A,,A,,R,131,-2
449959,A,,R,114192,A,,G,127,A,,G,127,A,,A,,1
449968,A,,R,221925,A,,G,247,A,,G,247,A,,A,,1
449977,A,,R,123780,A,,G,138,A,,G,138,A,,A,,1
449986,A,,R,285097,A,,G,317,A,,G,317,A,,A,,1
449995,A,,R,60575,A,,G,67,A,,G,67,A,,A,,1
450058,R,32610,A,,A,,G,1087,A,,G,1087,A,,A,,2
450067,R,19380,A,,A,,G,646,A,,G,646,A,,A,,2
450128,R,8543,R,58212,A,,G,349,A,,G,349,A,,A,,3
450298,R,6944,A,,R,630,G,154,G,18,G,154,G,18,A,,2
450304,A,,A,,R,1603,A,,G,67,A,,G,67,A,,-2
450377,R,47907,A,,R,2669,G,1065,G,74,G,1065,G,74,A,,2
450395,A,,R,136338,A,,G,151,A,,G,151,A,,A,,1
450401,R,10499,R,168000,A,,G,537,A,,G,537,A,,A,,3
450571,R,8674,A,,A,,G,193,A,,G,193,A,,A,,2
450599,A,,R,87189,A,,G,97,A,,G,97,A,,A,,1
450605,A,,R,65503,A,,G,73,A,,G,73,A,,A,,1
450614,A,,R,134543,A,,G,149,A,,G,149,A,,A,,1
450632,A,,R,50003,A,,G,56,A,,G,56,A,,A,,1
450641,A,,R,260123,A,,G,289,A,,G,289,A,,A,,1
450650,A,,R,187982,A,,G,209,A,,G,209,A,,A,,1
450696,R,13937,A,,A,,G,465,A,,G,465,A,,A,,2
450711,A,,R,96832,A,,G,108,A,,G,108,A,,A,,1
450720,A,,R,433587,A,,G,482,A,,G,482,A,,A,,1
450933,R,353230,A,,R,101058,G,11774,G,4211,R,14718,R,8458,A,,2
450951,R,7668,A,,A,,G,256,A,,G,256,A,,A,,2
450960,R,520,R,408456,A,,G,471,A,,G,471,A,,A,,3
450988,A,,P,123219,A,,P,137,A,,P,137,A,,A,,1
451042,A,,R,15000,A,,G,17,A,,G,17,A,,A,,1
451051,A,,R,63957,A,,G,71,A,,G,71,A,,A,,1
451079,A,,A,,R,1864,A,,G,78,A,,R,70,A,,-2
451097,A,,R,98100,A,,G,109,A,,G,109,A,,A,,1
451103,R,34790,A,,R,41801,G,1160,G,1742,G,1160,G,1742,A,,2
451149,A,,R,832724,A,,G,925,A,,G,925,A,,A,,1
451158,A,,R,699739,A,,G,777,A,,G,777,A,,A,,1
451167,A,,R,128337,A,,G,143,A,,G,143,A,,A,,1
451194,A,,R,30800,A,,G,34,A,,G,34,A,,A,,1
451228,R,50776,A,,A,,G,1693,A,,G,1693,A,,A,,2
451237,A,,R,327234,A,,G,364,A,,G,364,A,,A,,1
451255,A,,R,39909,A,,G,44,A,,G,44,A,,A,,1
451282,A,,R,185694,A,,G,206,A,,G,206,A,,A,,1
451291,A,,R,12000,A,,G,13,A,,G,13,A,,A,,1
451307,A,,R,36368,A,,G,40,A,,G,40,A,,A,,1
451316,A,,R,70239,A,,G,78,A,,G,78,A,,A,,1
451334,A,,R,216704,A,,G,241,A,,G,241,A,,A,,1
451343,A,,R,93326,A,,G,104,A,,G,104,A,,A,,1
451352,R,11398,R,44165,A,,G,429,A,,G,429,A,,A,,3
451370,R,2424,A,,A,,G,81,A,,G,81,A,,A,,2
451398,R,7740,A,,A,,G,258,A,,G,258,A,,A,,2
451404,R,15540,A,,A,,G,518,A,,G,518,A,,A,,2
451413,A,,R,387667,A,,G,431,A,,G,431,A,,A,,1
451468,A,,R,461795,A,,G,513,A,,G,513,A,,A,,1
451477,R,49784,A,,A,,G,1659,A,,R,1559,A,,A,,2
451495,A,,R,227626,A,,G,253,A,,G,253,A,,A,,1
451501,R,11580,A,,A,,G,386,A,,G,386,A,,A,,2
451510,A,,A,,R,0,A,,G,0,A,,G,0,R,680,-2
451529,A,,R,47536,A,,G,53,A,,G,53,A,,A,,1
451547,A,,R,20871,A,,G,23,A,,G,23,A,,A,,1
451556,R,121923,A,,R,850,G,2709,G,24,G,2709,G,24,A,,2
451565,A,,R,195000,A,,G,217,A,,G,217,A,,A,,1
451574,A,,R,160230,A,,G,178,A,,G,178,A,,A,,1
451583,R,15394,R,163242,A,,G,695,A,,G,695,A,,A,,3
451626,A,,R,67176,A,,G,75,A,,G,75,A,,A,,1
451714,A,,R,288280,A,,G,320,A,,G,320,A,,A,,1
451750,R,22883,A,,A,,G,763,A,,G,763,A,,A,,2
451857,R,3236,A,,A,,G,108,A,,G,108,A,,A,,2
451866,R,13318,A,,A,,G,444,A,,G,444,A,,A,,2
451918,A,,R,125243,A,,G,139,A,,G,139,A,,A,,1
451927,R,11627,A,,A,,G,388,A,,G,388,A,,A,,2
452009,A,,R,79930,A,,G,89,A,,G,89,A,,A,,1
452072,R,1770,A,,A,,G,59,A,,G,59,A,,A,,2
452081,R,72330,A,,A,,G,2411,A,,G,2411,A,,A,,2
452106,A,,R,60300,A,,G,67,A,,G,67,A,,A,,1
452124,R,17610,A,,A,,G,587,A,,G,587,A,,A,,2
452373,R,22905,A,,A,,G,509,A,,G,509,A,,A,,2
452771,A,,R,2788,A,,G,3,A,,G,3,A,,A,,1
452780,A,,R,1886,A,,G,2,A,,G,2,A,,A,,1
452887,A,,R,75152,A,,G,84,A,,G,84,A,,A,,1
452948,R,25653,A,,A,,G,570,A,,G,570,A,,A,,2
453163,R,102258,A,,R,8177,G,2272,G,227,G,2272,G,227,A,,2
453215,R,27113,A,,R,2061,G,603,G,57,G,603,G,57,A,,2
453297,A,,R,9172,A,,G,10,A,,G,10,A,,A,,1
453756,R,4004,A,,A,,G,133,A,,G,133,A,,A,,2
453792,R,7826,A,,A,,G,261,A,,G,261,A,,A,,2
454227,R,328979,A,,R,269097,G,10966,G,11212,R,9138,R,9967,R,1391,2
454236,R,9611,A,,A,,G,320,A,,R,267,A,,A,,2
454245,R,22659,A,,A,,G,755,A,,R,629,A,,A,,2
454537,A,,R,93767,A,,G,104,A,,G,104,A,,A,,1
454546,A,,R,191560,A,,G,213,A,,G,213,A,,A,,1
454555,A,,R,187889,A,,G,209,A,,G,209,A,,A,,1
454582,R,8632,A,,R,9556,G,288,G,398,G,288,G,398,A,,2
454607,A,,R,359616,A,,G,400,A,,G,400,A,,A,,1
454652,A,,R,112214,A,,G,125,A,,G,125,A,,A,,1
454689,R,24,A,,R,6240,G,1,G,260,G,1,G,260,R,89,2
454698,R,6685,A,,A,,G,223,A,,G,223,A,,A,,2
454722,A,,R,22338,A,,G,25,A,,G,25,A,,A,,1
454759,A,,R,44180,A,,G,49,A,,G,49,A,,A,,1
454768,A,,R,191020,A,,G,212,A,,G,212,A,,A,,1
454777,A,,R,156876,A,,G,174,A,,G,174,A,,A,,1
454786,R,23647,A,,A,,G,788,A,,G,788,A,,A,,2
454795,A,,R,133240,A,,G,148,A,,G,148,A,,A,,1
454801,A,,R,190484,A,,G,212,A,,G,212,A,,A,,1
454810,R,366325,A,,A,,G,12211,A,,G,12211,A,,A,,2
454829,R,42168,A,,R,40421,G,1406,G,1684,G,1406,G,1684,A,,2
454838,A,,A,,R,1304,A,,G,36,A,,G,36,A,,-2
454856,R,34830,A,,R,1943,G,1161,G,81,G,1161,G,81,A,,2
454865,R,32728,R,562850,A,,G,1716,A,,G,1716,A,,A,,3
454874,A,,R,56700,A,,G,63,A,,G,63,A,,A,,1
454917,A,,R,610905,A,,G,679,A,,G,679,A,,A,,1
454926,A,,R,312690,A,,G,347,A,,G,347,A,,A,,1
454935,A,,R,64823,A,,G,72,A,,G,72,A,,A,,1
454944,A,,R,241939,A,,G,269,A,,G,269,A,,A,,1
454953,A,,R,37935,A,,G,42,A,,G,42,A,,A,,1
454962,A,,R,32115,A,,G,36,A,,G,36,A,,A,,1
454971,A,,R,243210,A,,G,270,A,,G,270,A,,A,,1
454980,A,,R,133147,A,,G,148,A,,G,148,A,,A,,1
454999,A,,R,133990,A,,G,149,A,,G,149,A,,A,,1
455008,A,,R,177007,A,,G,197,A,,G,197,A,,A,,1
455026,R,1360,R,14190,A,,G,61,A,,G,61,A,,A,,3
455062,A,,R,51300,A,,G,57,A,,G,57,A,,A,,1
455071,A,,R,112800,A,,G,125,A,,G,125,A,,A,,1
